               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,             0.02799,            0.011648,            0.010654,             0.78177,             0.93519,             0.88537,             0.64405,            0.024802,           0.0087023,           0.0072248,           0.0020305,           0.0020305,           0.0020305
                 163,            0.030011,            0.012265,            0.012823,             0.76103,             0.92752,             0.88158,             0.64054,            0.024599,           0.0087652,           0.0070255,            0.001981,            0.001981,            0.001981
                 164,            0.029143,            0.012085,            0.011326,             0.78709,             0.92514,             0.88482,             0.64538,            0.024707,           0.0087606,            0.006136,           0.0019315,           0.0019315,           0.0019315
                 165,            0.028662,            0.011319,            0.011181,             0.77263,             0.91295,             0.87945,             0.64011,            0.024691,           0.0087846,           0.0072303,            0.001882,            0.001882,            0.001882
                 166,            0.027705,            0.011062,            0.011411,             0.78703,             0.91964,             0.88102,             0.64297,            0.024487,            0.008733,           0.0068186,           0.0018325,           0.0018325,           0.0018325
                 167,            0.028529,            0.011175,             0.01038,             0.79657,             0.93936,              0.8896,             0.64748,            0.024553,           0.0087596,           0.0061388,            0.001783,            0.001783,            0.001783
                 168,            0.028467,            0.011429,            0.011372,             0.78569,             0.92869,             0.88355,             0.64046,            0.024176,           0.0086901,           0.0073636,           0.0017335,           0.0017335,           0.0017335
                 169,            0.028606,            0.011737,            0.009834,             0.80133,             0.94081,             0.88959,              0.6514,            0.024368,           0.0086852,           0.0057947,            0.001684,            0.001684,            0.001684
                 170,             0.02797,             0.01138,            0.010015,             0.81259,             0.94832,             0.89784,             0.65071,             0.02446,           0.0086534,           0.0053951,           0.0016345,           0.0016345,           0.0016345
                 171,            0.028771,            0.011691,            0.011854,             0.80742,             0.94485,             0.90331,             0.66219,            0.024403,           0.0085958,           0.0055614,            0.001585,            0.001585,            0.001585
                 172,            0.029615,            0.011615,           0.0096332,             0.80315,             0.91484,             0.90253,             0.65898,            0.024094,           0.0085687,           0.0064862,           0.0015355,           0.0015355,           0.0015355
                 173,            0.028395,            0.011812,            0.010616,              0.8219,             0.91306,             0.90483,             0.66132,            0.024054,           0.0086044,           0.0062064,            0.001486,            0.001486,            0.001486
                 174,            0.030044,            0.011342,            0.011308,             0.82448,             0.90701,             0.90569,             0.66175,            0.023922,           0.0085519,           0.0059473,           0.0014365,           0.0014365,           0.0014365
                 175,            0.028325,            0.011536,           0.0095373,              0.8071,             0.93275,             0.90926,             0.66239,            0.023875,            0.008527,           0.0053237,            0.001387,            0.001387,            0.001387
                 176,            0.028563,            0.011776,             0.01087,             0.80377,             0.92621,             0.91033,             0.66467,            0.024078,           0.0085075,           0.0055224,           0.0013375,           0.0013375,           0.0013375
                 177,            0.030279,            0.011788,           0.0097148,             0.80586,             0.92184,             0.91094,             0.66868,            0.023878,           0.0084781,            0.005526,            0.001288,            0.001288,            0.001288
                 178,            0.028422,            0.011414,           0.0093363,             0.81605,             0.91076,             0.91044,              0.6698,            0.023918,           0.0085288,           0.0058289,           0.0012385,           0.0012385,           0.0012385
                 179,            0.027194,            0.011364,            0.008933,             0.79835,             0.93645,              0.9108,             0.66825,             0.02401,           0.0085939,           0.0055485,            0.001189,            0.001189,            0.001189
                 180,            0.028445,            0.011579,           0.0099949,             0.80661,             0.93677,             0.91227,             0.67076,            0.024069,           0.0084619,           0.0049784,           0.0011395,           0.0011395,           0.0011395
                 181,            0.028542,            0.011286,           0.0094084,             0.81442,             0.94352,             0.91166,             0.67259,            0.023741,           0.0084542,           0.0049562,             0.00109,             0.00109,             0.00109
                 182,             0.02773,            0.010774,            0.010767,             0.82066,              0.9388,             0.91268,             0.67136,            0.023875,            0.008501,           0.0051047,           0.0010405,           0.0010405,           0.0010405
                 183,            0.027798,            0.011098,           0.0096454,             0.79408,             0.94135,             0.91204,             0.67297,            0.024046,            0.008484,           0.0052062,            0.000991,            0.000991,            0.000991
                 184,            0.028545,            0.011531,           0.0093718,             0.80467,             0.92009,              0.9092,             0.66652,            0.024156,           0.0084931,           0.0051994,           0.0009415,           0.0009415,           0.0009415
                 185,            0.028842,            0.011321,           0.0094386,             0.80749,             0.93178,             0.91119,             0.67218,            0.023742,           0.0085063,           0.0048082,            0.000892,            0.000892,            0.000892
                 186,            0.028688,              0.0118,            0.010126,             0.81262,             0.93305,             0.90741,             0.66798,            0.023688,           0.0085578,            0.005168,           0.0008425,           0.0008425,           0.0008425
                 187,            0.028232,            0.011371,           0.0095341,             0.81451,             0.92019,             0.90967,             0.67331,            0.023733,           0.0085466,           0.0052986,            0.000793,            0.000793,            0.000793
                 188,            0.027618,            0.011345,           0.0094987,             0.82087,             0.92478,             0.90931,             0.67469,            0.023743,           0.0084634,           0.0048393,           0.0007435,           0.0007435,           0.0007435
                 189,             0.02734,            0.010949,           0.0089014,             0.83692,             0.92848,             0.91271,             0.67939,            0.023739,           0.0084117,           0.0045521,            0.000694,            0.000694,            0.000694
                 190,            0.027167,            0.010648,           0.0092146,             0.83945,             0.93163,             0.91631,             0.67969,             0.02359,           0.0084121,           0.0047048,           0.0006445,           0.0006445,           0.0006445
                 191,            0.028671,            0.011936,            0.010356,             0.83771,             0.93241,             0.91952,             0.68083,             0.02348,           0.0083827,           0.0046132,            0.000595,            0.000595,            0.000595
                 192,             0.02723,            0.011221,           0.0096392,             0.84129,             0.93477,             0.92407,             0.68688,            0.023446,            0.008354,           0.0047147,           0.0005455,           0.0005455,           0.0005455
                 193,            0.027634,            0.011157,            0.009599,             0.84528,              0.9332,             0.92721,             0.68863,            0.023162,           0.0083519,           0.0045271,            0.000496,            0.000496,            0.000496
                 194,            0.027505,            0.011052,           0.0095111,             0.82939,             0.93079,             0.92788,              0.6862,            0.023243,           0.0083615,            0.004512,           0.0004465,           0.0004465,           0.0004465
                 195,            0.029219,            0.011825,            0.010275,             0.83362,             0.91795,             0.92785,             0.68928,            0.023163,           0.0083479,           0.0047711,            0.000397,            0.000397,            0.000397
                 196,             0.02681,            0.010938,           0.0091986,             0.83101,             0.93293,             0.93016,             0.69227,            0.023213,           0.0083329,           0.0045303,           0.0003475,           0.0003475,           0.0003475
                 197,            0.027886,            0.011165,           0.0086585,             0.83718,             0.93861,             0.92828,             0.69033,            0.023279,           0.0083287,           0.0044429,            0.000298,            0.000298,            0.000298
                 198,            0.027765,            0.011636,           0.0081992,              0.8427,             0.93014,             0.92544,             0.68804,            0.023104,           0.0083483,            0.004531,           0.0002485,           0.0002485,           0.0002485
                 199,            0.026236,            0.010899,           0.0095109,             0.84264,             0.93873,             0.92542,             0.69012,            0.022973,           0.0083508,           0.0043653,            0.000199,            0.000199,            0.000199
